date,pm25,precip,temp
9/16/20,22,0,17.8
9/17/20,18,0,18.05
9/18/20,7,0,18.6
9/19/20,5,0,13.9
9/20/20,6,0,12.8
9/21/20,9,0,11.95
9/22/20,14,0,12.5
9/23/20,12,0,13.35
9/24/20,12,0,15.55
9/25/20,18,0,19.2
9/26/20,13,0,22.22
9/27/20,7,0,21.39
9/28/20,9,0,19.72
9/29/20,4,4.572,20.28
9/30/20,9,6.858,14.72
10/1/20,7,0,14.17
10/2/20,7,0.762,13.06
10/3/20,8,0,10.83
10/4/20,10,0,11.67
10/5/20,7,9.652,14.17
10/6/20,16,0,10.28
10/7/20,14,0,12.78
10/8/20,8,0,16.94
10/9/20,11,0,10.28
10/10/20,15,0,15.28
10/11/20,8,0,18.89
10/12/20,1,0.508,17.78
10/13/20,4,0,17.5
10/14/20,7,0,15
10/15/20,8,0,16.39
10/16/20,8,11.684,15
10/17/20,13,0,9.72
10/18/20,10,0,10
10/19/20,10,0,9.72
10/20/20,17,11.43,13.06
10/21/20,16,0,15.56
10/22/20,28,0,14.44
10/23/20,14,0,20
10/24/20,3,3.048,19.72
10/25/20,2,0.254,9.44
10/26/20,6,2.54,8.61
10/27/20,4,0,10.56
10/28/20,5,2.54,11.11
10/29/20,2,6.604,10.56
10/30/20,3,22.352,8.89
10/31/20,10,2.54,4.72
11/1/20,6,0,7.5
11/2/20,6,0.05,6.11
11/3/20,12,0,2.78
11/4/20,13,0,8.06
11/5/20,14,0,11.11
11/6/20,18,0,11.11
11/7/20,32,0,13.06
11/8/20,42,0,14.44
11/9/20,33,0,12.78
11/10/20,9,0,17.5
11/11/20,4,6.35,17.5
11/12/20,7,12.7,12.78
11/13/20,16,0,5
11/14/20,10,0,4.72
11/15/20,7,0,5.83
11/16/20,8,4.826,10
11/17/20,5,0,6.94
11/18/20,5,0.508,5.28
11/19/20,7,0,2.5
11/20/20,14,0,8.06
11/21/20,13,0,13.61
11/22/20,8,1.778,8.61
11/23/20,6,9.398,7.5
11/24/20,8,0,2.5
11/25/20,11,0,3.33
11/26/20,11,8.128,9.17
11/27/20,7,0.254,11.39
11/28/20,10,0,9.17
11/29/20,17,0,3.33
11/30/20,7,3.302,7.5
12/1/20,11,10.414,4.44
12/2/20,9,79.248,0
12/3/20,7,0,-0.28
12/4/20,8,0,1.67
12/5/20,5,0.254,2.22
12/6/20,2,0,0.83
12/7/20,3,0,-1.67
12/8/20,6,0,-0.83
12/9/20,15,0,0.56
12/10/20,17,0,2.78
12/11/20,29,0,4.44
12/12/20,25,0,8.61
12/13/20,8,1.524,10.28
12/14/20,4,1.778,8.06
12/15/20,3,0,0
12/16/20,3,0,-0.28
12/17/20,11,,
12/18/20,9,1.778,0.28
12/19/20,7,0,-0.83
12/20/20,7,,
12/21/20,10,0.762,2.5
12/22/20,10,2.54,3.33
12/23/20,6,0,1.94
12/24/20,3,1.27,7.5
12/25/20,13,121.92,1.39
12/26/20,10,27.178,-7.78
12/27/20,9,0,-7.22
12/28/20,10,0.508,-0.28
12/29/20,3,0,3.61
12/30/20,7,0,-1.11
12/31/20,6,5.842,5.83
